Native Language,Speaker ID,Speaker gender,Role,File number_version,Task name,Task version,Time,Level,Pair,Length of file,PT_col_R1,PT_col_R2,PT_col_AVE,PT_TC_R1,PT_TC_R2,PT_TC_AVE,PT_sty_R1,PT_sty_R2,PT_sty_AVE,Total /12
Arabic,63,M,B,11063&11143_S.txt,Choosing a patient,A,Sp11wk5,2,5,2:46,3.5,4,3.75,3.5,3.5,3.5,3.5,3,3.25,10.5
Arabic,143,M,A,11063&11143_S.txt,Choosing a patient,A,Sp11wk5,2,5,2:46,3.5,4,3.75,4,3.5,3.75,3.5,3,3.25,10.75
Arabic,152,M,B,11336&11152_S.txt,Choosing a patient,A,Sp11wk5,2,6,2:42,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,10
Arabic,336,M,A,11336&11152_S.txt,Choosing a patient,A,Sp11wk5,2,6,2:42,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,10
Arabic,77,M,B,11077&11532_S.txt,Choosing a patient,A,Sp11wk5,2,7,2:32,3,3.5,3.25,3,3,3,3.5,3.5,3.5,9.75
Chinese,532,M,A,11077&11532_S.txt,Choosing a patient,A,Sp11wk5,2,7,2:32,3.5,3,3.25,3,3,3,3.5,3.5,3.5,9.75
Arabic,201,M,B,11201&11584_S.txt,Choosing a patient,A,Sp11wk5,2,8,2:41,3,3,3,3,3,3,3,3,3,9
Chinese,584,M,A,11201&11584_S.txt,Choosing a patient,A,Sp11wk5,2,8,2:41,3,3,3,3,3,3,3,3,3,9
Arabic,12,M,A,11238&11012_S.txt,Choosing a patient,A,Sp11wk5,2,9,2:36,3.5,4,3.75,4,3.5,3.75,3,3.5,3.25,10.75
Arabic,238,M,B,11238&11012_S.txt,Choosing a patient,A,Sp11wk5,2,9,2:36,3.5,4,3.75,4,3.5,3.75,3,3.5,3.25,10.75
Arabic,202,F,B,11255&11202_S.txt,Choosing a patient,A,Sp11wk5,2,10,2:16,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,3.25,10.25
Arabic,255,M,A,11255&11202_S.txt,Choosing a patient,A,Sp11wk5,2,10,2:16,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.25,10.25
Arabic,169,F,A,11169&11308_S.txt,Choosing a patient,A,Sp11wk5,2,11,2:40,3.5,3.5,3.25,4,4,4,3.5,3.5,3.5,10.75
Arabic,308,M,B,11169&11308_S.txt,Choosing a patient,A,Sp11wk5,2,11,2:40,3.5,3.5,3.25,4,4,4,3.5,3.5,3.5,10.75
Arabic,34,M,A,11278&11034_S.txt,Choosing a patient,A,Sp11wk5,2,12,2:51,3,3.5,3,3,3.5,3.25,3,3.5,3.25,9.5
Arabic,278,M,B,11278&11034_S.txt,Choosing a patient,A,Sp11wk5,2,12,2:51,3,3.5,3,3,3.5,3.25,3,3.5,3.25,9.5
Arabic,65,M,A,11065&11277_S.txt,Choosing a patient,A,Sp11wk5,2,13,2:55,3,3,3,3,3,3,3.5,3,3.25,9.25
Arabic,277,M,B,11065&11277_S.txt,Choosing a patient,A,Sp11wk5,2,13,2:55,3,3,3.5,3,3,3,3.5,3,3.25,9.75
Arabic,79,M,A,11429&11079_S.txt,Choosing a patient,A,Sp11wk5,2,14,2:50,3.5,3,3.5,3,3,3,3.5,3,3.25,9.75
Arabic,429,M,B,11429&11079_S.txt,Choosing a patient,A,Sp11wk5,2,14,2:50,3.5,3,3.5,3,3,3,3.5,3,3.25,9.75
Arabic,255,M,B,11255&11337_S.txt,Choosing a patient,A,Sp11wk5,2,15,3:00,3,2.5,3.75,3,2.5,2.75,3.5,3,3.25,9.75
Arabic,337,M,A,11255&11337_S.txt,Choosing a patient,A,Sp11wk5,2,15,3:00,3,2.5,3.75,3,2.5,2.75,2.5,2,2.25,8.75
Chinese,444,M,A,09444&09588_S.txt,Choosing a patient,A,Sp11wk5,2,16,2:04,3,2,2.5,3,3,3,2,2,2,7.5
Chinese,588,M,B,09444&09588_S.txt,Choosing a patient,A,Sp11wk5,2,16,2:04,3,3,3,3,2,2.5,2,1,1.5,7
Arabic,208,M,A,11208&11310_S.txt,Choosing a patient,A,Sp11wk5,2,16,2:43,3.5,3.5,3.5,4,4,4,3.5,3,3.25,10.75
Arabic,310,M,B,11208&11310_S.txt,Choosing a patient,A,Sp11wk5,2,16,2:43,3.5,3.5,3.5,4,4,4,3.5,3,3.25,10.75
Chinese,442,M,B,11442&11457_S.txt,Choosing a patient,A,Sp11wk5,2,17,2:33,4,3.5,3.25,3,3.5,3.25,4,4,4,10.5
Chinese,457,M,A,11442&11457_S.txt,Choosing a patient,A,Sp11wk5,2,17,2:33,4,3.5,3.25,3,3.5,3.25,4,4,4,10.5
Arabic,276,M,A,11276&11411_S.txt,Choosing a patient,A,Sp11wk5,2,18,2:37,4,3.5,3,4,4,4,3.5,3.5,3.5,10.5
Japanese,411,F,B,11276&11411_S.txt,Choosing a patient,A,Sp11wk5,2,18,2:37,4,3.5,3,4,4,4,3.5,3.5,3.5,10.5
Arabic,149,M,B,12421&12149_A.txt,Choosing a patient,D,Sp12wk7,2,1,2:57,4,4,4,4,4,4,3,3,3,11
Arabic,421,M,A,12421&12149_A.txt,Choosing a patient,D,Sp12wk7,2,1,2:57,4,4,4,4,4,4,3,3,3,11
Chinese,440,F,B,12441&12440_A.txt,Choosing a patient,D,Sp12wk7,2,2,2:44,3,4,3.5,3,3,3,3,2,2.5,9
Chinese,441,F,A,12441&12440_A.txt,Choosing a patient,D,Sp12wk7,2,2,2:44,3,4,3.5,3,3,3,2,3,2.5,9
Chinese,356,M,B,12468&12356_A.txt,Choosing a patient,D,Sp12wk7,2,3,3:01,2,2,2,3,3,3,4,4,4,9
Chinese,468,M,A,12468&12356_A.txt,Choosing a patient,D,Sp12wk7,2,3,3:01,2,2,2,3,3,3,4,4,4,9
Arabic,241,M,B,12241&12273_A.txt,Choosing a patient,D,Sp12wk7,2,4,2:59,4,4,4,3,3,3,3,3,3,10
Arabic,273,M,A,12241&12273_A.txt,Choosing a patient,D,Sp12wk7,2,4,2:59,4,4,4,3,3,3,3,3,3,10
Chinese,530,M,A,12530&12563_A.txt,Choosing a patient,D,Sp12wk7,2,5,4:20,3,3,3,3,3,3,2,2,2,8
Chinese,563,F,B,12530&12563_A.txt,Choosing a patient,D,Sp12wk7,2,5,4:20,3,3,3,2,3,2.5,3,2,2.5,8
Arabic,29,M,A,12223&12029_A.txt,Choosing a patient,D,Sp12wk7,2,6,2:14,4,4,4,1,1,1,4,4,4,9
Arabic,223,M,B,12223&12029_A.txt,Choosing a patient,D,Sp12wk7,2,6,2:14,4,4,4,1,1,1,4,4,4,9
Japanese,488,F,A,12488&12529_A.txt,Choosing a patient,D,Sp12wk7,2,7,3:07,2,3,2.5,2,2,2,2,2,2,6.5
Chinese,529,F,B,12488&12529_A.txt,Choosing a patient,D,Sp12wk7,2,7,3:07,2,2,2,2,3,2.5,2,2,2,6.5
Arabic,115,F,A,12115&12495_A.txt,Choosing a patient,D,Sp12wk7,2,8,4:20,4,4,4,4,4,4,3,3,3,11
Chinese,495,F,B,12115&12495_A.txt,Choosing a patient,D,Sp12wk7,2,8,4:20,4,4,4,4,4,4,3,3,3,11
Arabic,26,F,B,12573&12026_A.txt,Choosing a patient,D,Sp12wk7,2,9,3:11,4,4,4,4,4,4,4,3,3.5,11.5
Chinese,573,F,A,12573&12026_A.txt,Choosing a patient,D,Sp12wk7,2,9,3:11,4,4,4,4,4,4,4,3,3.5,11.5
Arabic,23,M,B,12284&12023_A.txt,Choosing a patient,D,Sp12wk7,2,10,3:05,4,4,4,4,4,4,3,3,3,11
Arabic,284,M,A,12284&12023_A.txt,Choosing a patient,D,Sp12wk7,2,10,3:05,4,4,4,4,4,4,3,3,3,11
Arabic,344,M,A,12344&12374_A.txt,Choosing a patient,D,Sp12wk7,2,11,2:46,3,3,3,2,2,2,3,2,2.5,7.5
Arabic,374,M,B,12344&12374_A.txt,Choosing a patient,D,Sp12wk7,2,11,2:46,3,3,3,2,2,2,3,2,2.5,7.5
Chinese,525,M,A,12525&12567_A.txt,Choosing a patient,D,Sp12wk7,2,12,3:13,2,2,2,2,2,2,3,3,3,7
Chinese,567,F,B,12525&12567_A.txt,Choosing a patient,D,Sp12wk7,2,12,3:13,2,2,2,2,2,2,3,3,3,7
Chinese,451,F,B,12464&12451_A.txt,Choosing a patient,D,Sp12wk7,2,13,3:09,2,3,2.5,2,2,2,3,3,3,7.5
Chinese,464,M,A,12464&12451_A.txt,Choosing a patient,D,Sp12wk7,2,13,3:09,2,3,2.5,2,2,2,3,3,3,7.5
Arabic,370,F,B,12370&12391_A.txt,Choosing a patient,D,Sp12wk7,2,14,2:56,3,3,3,4,4,4,2,2,2,9
Arabic,391,F,A,12370&12391_A.txt,Choosing a patient,D,Sp12wk7,2,14,2:56,3,3,3,4,4,4,2,2,2,9
Arabic,132,M,A,12132&12377_A.txt,Choosing a patient,D,Sp12wk7,2,15,3:03,3,3,3,3,3,3,3,3,3,9
Chinese,377,M,B,12132&12377_A.txt,Choosing a patient,D,Sp12wk7,2,15,3:03,3,3,3,3,3,3,3,3,3,9
Arabic,406,M,A,12501&12406_A.txt,Choosing a patient,D,Sp12wk7,2,16,2:44,4,4,4,3,3,3,4,4,4,11
Arabic,501,M,B,12501&12406_A.txt,Choosing a patient,D,Sp12wk7,2,16,2:44,4,4,4,3,3,3,4,4,4,11
Chinese,512,F,B,12572&12512_A.txt,Choosing a patient,D,Sp12wk7,2,17,4:20,2,2,2,4,4,4,2,2,2,8
Chinese,572,F,A,12572&12512_A.txt,Choosing a patient,D,Sp12wk7,2,17,4:20,2,2,2,4,4,4,2,2,2,8
Chinese,401,F,A,12574&12401_A.txt,Choosing a patient,D,Sp12wk7,2,18,3:08,4,4,4,3,3,3,4,4,4,11
Chinese,574,F,B,12574&12401_A.txt,Choosing a patient,D,Sp12wk7,2,18,3:08,4,4,4,3,3,3,4,4,4,11
Arabic,224,M,B,11547&11224_S.txt,Choosing a patient,D,Sp12wk7,2,19,2:31,3,3,3.75,3,3,3,3,3,3,9.75
Chinese,547,M,A,11547&11224_S.txt,Choosing a patient,D,Sp12wk7,2,19,2:31,3,3,3.75,3,3,3,3,3,3,9.75
Arabic,271,F,A,12271&12381_A.txt,Choosing a patient,D,Sp12wk7,2,19,3:11,4,4,4,4,4,4,4,4,4,12
Chinese,443,M,B,11443&11515_S.txt,Choosing a patient,D,Sp12wk7,2,20,2:50,3.5,3.5,3.5,3.5,4,3.75,3.5,3.5,3.5,10.75
Arabic,515,M,A,11443&11515_S.txt,Choosing a patient,D,Sp12wk7,2,20,2:50,3.5,3.5,3.5,4,3.5,3.75,3.5,3.5,3.5,10.75
Chinese,489,M,B,11554&11489_S.txt,Choosing a patient,D,Sp12wk7,2,21,1:51,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,3.25,10.25
Chinese,554,M,A,11554&11489_S.txt,Choosing a patient,D,Sp12wk7,2,21,1:51,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,3.25,10.25
Portuguese,381,F,B,12271&12381_A.txt,Choosing a patient,D,Sp12wk8,2,19,3:11,4,4,4,4,4,4,4,4,4,12
Chinese,510,M,B,12510&12544_A.txt,Choosing a patient,C,Sum11wk8,2,20,3:00,4,4,4,4,4,4,4,4,4,12
Chinese,544,M,A,12510&12544_A.txt,Choosing a patient,C,Sum11wk8,2,20,3:00,4,4,4,4,4,4,4,4,4,12
Arabic,141,M,B,12141&12313_B.txt,Choosing a patient,C,Sum11wk8,2,21,2:31,4,3,3.5,3,3,3,3,3,3,9.5
Arabic,313,M,A,12141&12313_B.txt,Choosing a patient,C,Sum11wk8,2,21,2:31,4,3,3.5,3,3,3,3,3,3,9.5
Arabic,102,M,B,12102&12474_B.txt,Choosing a patient,C,Sum11wk8,2,22,3:00,4,4,4,4,4,4,4,4,4,12
Arabic,474,M,A,12102&12474_B.txt,Choosing a patient,C,Sum11wk8,2,22,3:00,4,4,4,4,4,4,4,4,4,12
Arabic,58,M,A,12162&12058_B.txt,Choosing a patient,C,Sum11wk8,2,23,3:07,3,3,3,3,2,2.5,2,2,2,7.5
Arabic,162,M,B,12162&12058_B.txt,Choosing a patient,C,Sum11wk8,2,23,3:07,3,3,3,3,2,2.5,2,2,2,7.5
Arabic,37,M,A,12037&12246_B.txt,Choosing a patient,C,Sum11wk8,2,24,2:58,3,3,3,3,3,3,3,3,3,9
Arabic,246,M,B,12037&12246_B.txt,Choosing a patient,C,Sum11wk8,2,24,2:58,3,3,3,3,3,3,3,3,3,9
Chinese,376,F,A,12376&12380_B.txt,Choosing a patient,C,Sum11wk8,2,25,2:43,3,3,3,2,2,2,3,3,3,8
Chinese,380,M,B,12376&12380_B.txt,Choosing a patient,C,Sum11wk8,2,25,2:43,3,3,3,2,2,2,3,3,3,8
Arabic,126,M,B,12375&12126_B.txt,Choosing a patient,C,Sum11wk8,2,26,3:03,2,2,2,1,2,1.5,3,3,3,6.5
Arabic,375,M,A,12375&12126_B.txt,Choosing a patient,C,Sum11wk8,2,26,3:03,2,2,2,2,1,1.5,3,3,3,6.5
Arabic,373,M,A,12373&12521_B.txt,Choosing a patient,C,Sum11wk8,2,27,3:08,2,2,2,2,2,2,2,2,2,6
Arabic,521,M,B,12373&12521_B.txt,Choosing a patient,C,Sum11wk8,2,27,3:08,2,2,2,2,2,2,2,2,2,6
Arabic,264,F,B,12465&12264_B.txt,Choosing a patient,C,Sum11wk8,2,28,3:08,4,4,4,3,3,3,4,4,4,11
Chinese,465,F,A,12465&12264_B.txt,Choosing a patient,C,Sum11wk8,2,28,3:08,4,4,4,3,3,3,4,4,4,11
Arabic,335,F,B,12430&12335_B.txt,Choosing a patient,C,Sum11wk8,2,29,3:03,3,2,2.5,2,2,2,2,1,1.5,6
Arabic,430,M,A,12430&12335_B.txt,Choosing a patient,C,Sum11wk8,2,29,3:03,3,2,2.5,2,2,2,2,1,1.5,6
Arabic,134,F,A,12372&12134_B.txt,Choosing a patient,C,Sum11wk8,2,30,3:12,4,4,4,2,2,2,2,2,2,8
Arabic,372,F,B,12372&12134_B.txt,Choosing a patient,C,Sum11wk8,2,30,3:12,4,4,4,2,2,2,2,2,2,8
Arabic,186,M,A,12187&12186_B.txt,Choosing a patient,C,Sum11wk8,2,31,3:03,3,3,3,3,3,3,3,3,3,9
Arabic,187,M,B,12187&12186_B.txt,Choosing a patient,C,Sum11wk8,2,31,3:03,3,3,3,3,3,3,3,3,3,9
Arabic,492,M,B,12492&12506_B.txt,Choosing a patient,C,Sum11wk8,2,32,3:01,3,3,3,3,3,3,3,3,3,9
Arabic,506,M,A,12492&12506_B.txt,Choosing a patient,C,Sum11wk8,2,32,3:01,3,3,3,3,3,3,3,3,3,9
Arabic,116,M,A,12116&12195_B.txt,Choosing a patient,C,Sum11wk8,2,33,3:01,4,4,4,3,3,3,3,3,3,10
Arabic,195,M,B,12116&12195_B.txt,Choosing a patient,C,Sum11wk8,2,33,3:01,4,4,4,3,3,3,3,3,3,10
Arabic,273,M,B,05203&05273_A.txt,Choosing extreme sport,S,Sp10wk5,1,2,3:00,1,1,1,3,3,2.5,4,4,4,7.5
Arabic,421,M,A,05421&05440_A.txt,Choosing extreme sport,S,Sp12wk14,1,3,3:10,3,3,3,3,3,2.5,3,3,3,8.5
Chinese,440,F,B,05421&05440_A.txt,Choosing extreme sport,S,Sp12wk14,1,3,3:10,3,3,3,3,3,2.5,2,2,2,7.5
Arabic,302,M,B,05470&05302_A.txt,Choosing extreme sport,S,Sp12wk14,1,4,2:40,4,4,4,4,4,3,4,4,4,11
Arabic,470,M,A,05470&05302_A.txt,Choosing extreme sport,S,Sp12wk14,1,4,2:40,4,4,4,4,4,3,4,4,4,11
Arabic,406,M,B,05406&05572_A.txt,Choosing extreme sport,S,Sp12wk14,1,5,3:18,3,3,3,4,4,3,4,4,4,10
Chinese,572,F,A,05406&05572_A.txt,Choosing extreme sport,S,Sp12wk14,1,5,3:18,3,3,3,3,3,2.5,3,3,3,8.5
Arabic,391,F,B,05503&05391_A.txt,Choosing extreme sport,S,Sp12wk14,1,6,3:38,4,4,4,4,4,3,4,4,4,11
Arabic,503,F,A,05503&05391_A.txt,Choosing extreme sport,S,Sp12wk14,1,6,3:38,4,4,4,3,3,2.5,3,3,3,9.5
Arabic,105,M,A,05222&05105_A.txt,Choosing extreme sport,S,Sp12wk14,1,7,3:03,3,3,3,4,4,3,3,3,3,9
Arabic,222,M,B,05222&05105_A.txt,Choosing extreme sport,S,Sp12wk14,1,7,3:03,3,3,3,4,4,3,3,3,3,9
Arabic,126,M,A,05126&05148_A.txt,Choosing extreme sport,S,Sp12wk14,1,8,2:36,2,2,2,1,2,1.5,2,2,2,5.5
Arabic,148,M,B,05126&05148_A.txt,Choosing extreme sport,S,Sp12wk14,1,8,2:36,2,2,2,1,1,1.5,2,1,1.5,5
Arabic,114,M,B,05563&05114_A.txt,Choosing extreme sport,S,Sp12wk14,1,9,3:04,1,1,1,2,2,2,2,2,2,5
Chinese,563,F,A,05563&05114_A.txt,Choosing extreme sport,S,Sp12wk14,1,9,3:04,1,1,1,1,1,1.5,1,1,1,3.5
Arabic,304,M,A,05304&05573_A.txt,Choosing extreme sport,S,Sp12wk14,1,10,3:04,3,3,3,2,2,2,3,3,3,8
Chinese,573,F,B,05304&05573_A.txt,Choosing extreme sport,S,Sp12wk14,1,10,3:04,3,3,3,2,2,2,3,3,3,8
Chinese,376,F,A,05376&05544_A.txt,Choosing extreme sport,S,Sp12wk14,1,11,3:01,2,2,2,3,2,2.5,3,1,2,6.5
Chinese,544,M,B,05376&05544_A.txt,Choosing extreme sport,S,Sp12wk14,1,11,3:01,2,3,2.5,2,3,2,1,3,2,6.5
Japanese,488,F,A,05488&05529_A.txt,Choosing extreme sport,S,Sp12wk14,1,12,2:56,3,3,3,4,4,3,3,3,3,9
Chinese,529,F,B,05488&05529_A.txt,Choosing extreme sport,S,Sp12wk14,1,12,2:56,3,3,3,4,4,3,4,4,4,10
Korean,426,F,A,05426&05456_A.txt,Choosing extreme sport,S,Sp12wk14,1,13,1:41,4,4,4,3,3,2.5,3,4,3.5,10
Chinese,456,M,B,05426&05456_A.txt,Choosing extreme sport,S,Sp12wk14,1,13,1:41,4,4,4,1,1,1.5,1,1,1,6.5
Arabic,149,M,B,05495&05149_A.txt,Choosing extreme sport,S,Sp12wk14,1,14,3:13,4,4,4,2,2,2,4,4,4,10
Chinese,495,F,A,05495&05149_A.txt,Choosing extreme sport,S,Sp12wk14,1,14,3:13,4,4,4,2,2,2,4,4,4,10
Arabic,93,M,A,05170&05093_A.txt,Choosing extreme sport,S,Sp12wk14,1,15,3:01,4,4,4,4,4,3,4,4,4,11
Arabic,170,M,B,05170&05093_A.txt,Choosing extreme sport,S,Sp12wk14,1,15,3:01,4,4,4,4,4,3,4,4,4,11
Arabic,115,F,A,05115&05530_A.txt,Choosing extreme sport,S,Sp12wk14,1,16,3:06,4,4,4,3,3,2.5,4,4,4,10.5
Chinese,530,M,B,05115&05530_A.txt,Choosing extreme sport,S,Sp12wk14,1,16,3:06,4,4,4,3,3,2.5,4,4,4,10.5
Arabic,395,M,B,05395&05400_A.txt,Choosing extreme sport,S,Sp12wk14,1,17,2:30,0,0,0,0,0,1,0,0,0,1
Chinese,400,M,A,05395&05400_A.txt,Choosing extreme sport,S,Sp12wk14,1,17,2:30,1,1,1,3,3,2.5,2,3,2.5,6
Chinese,464,M,B,05464&05525_A.txt,Choosing extreme sport,S,Sp12wk14,1,18,3:00,2,2,2,3,3,2.5,3,3,3,7.5
Chinese,525,M,A,05464&05525_A.txt,Choosing extreme sport,S,Sp12wk14,1,18,3:00,2,2,2,3,3,2.5,2,3,2.5,7
Arabic,150,M,B,05374&05150_A.txt,Choosing extreme sport,S,Sp12wk14,1,19,3:02,4,4,4,3,3,2.5,4,3,3.5,10
Arabic,374,M,A,05374&05150_A.txt,Choosing extreme sport,S,Sp12wk14,1,19,3:02,4,4,4,3,3,2.5,3,4,3.5,10
Arabic,66,M,B,23541&23066_B.txt,Crime & economy,S,Sp10wk9,3,18,2:06,3.5,4,3.75,3.5,3.5,3.5,3.5,4,3.75,11
Chinese,541,F,A,23541&23066_B.txt,Crime & economy,S,Sp10wk9,3,18,2:06,3.5,4,3.75,3.5,3.5,3.5,3.5,4,3.75,11
Arabic,268,M,A,23268&23431_B.txt,Crime & economy,S,Sp10wk9,3,19,2:05,3.5,4,3.75,3.5,3.5,3.5,3.5,3.5,3.5,10.75
Arabic,431,M,B,23268&23431_B.txt,Crime & economy,S,Sp10wk9,3,19,2:05,3.5,4,3.75,3.5,3.5,3.5,3.5,3.5,3.5,10.75
Arabic,36,M,A,23100&23036_B.txt,Crime & economy,S,Sp10wk9,3,20,2:10,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Arabic,100,M,B,23100&23036_B.txt,Crime & economy,S,Sp10wk9,3,20,2:10,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Arabic,111,M,A,23295&23111_B.txt,Crime & economy,S,Sp10wk9,3,21,2:10,3.5,3.5,3.5,3,3.5,3.25,3,3.5,3.25,10
Arabic,295,M,B,23295&23111_B.txt,Crime & economy,S,Sp10wk9,3,21,2:10,3,3.5,3.25,3.5,3.5,3.5,3,3.5,3.25,10
Arabic,282,F,B,23498&23282_B.txt,Crime & economy,S,Sp10wk9,3,22,2:15,4,4,4,4,4,4,4,4,4,12
Arabic,498,F,A,23498&23282_B.txt,Crime & economy,S,Sp10wk9,3,22,2:15,4,4,4,4,4,4,4,4,4,12
Arabic,145,F,B,23145&23408_B.txt,Crime & economy,S,Sp10wk9,3,23,2:10,3.5,3.5,3.5,4,4,4,3.5,3.5,3.5,11
Arabic,408,F,A,23145&23408_B.txt,Crime & economy,S,Sp10wk9,3,23,2:10,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,11
Arabic,32,M,A,23032&23082_B.txt,Crime & economy,S,Sp10wk9,3,24,2:00,3.5,3,3.25,3,3,3,3,3,3,9.25
Arabic,82,M,B,23032&23082_B.txt,Crime & economy,S,Sp10wk9,3,24,2:00,3.5,3,3.25,3,3,3,3,3,3,9.25
Arabic,61,M,A,23061&23200_B.txt,Crime & economy,S,Sp10wk9,3,25,1:59,4,4,4,4,4,4,4,4,4,12
Arabic,200,M,B,23061&23200_B.txt,Crime & economy,S,Sp10wk9,3,25,1:59,4,4,4,4,4,4,4,4,4,12
Arabic,39,M,A,23073&23039_B.txt,Crime & economy,S,Sp10wk9,3,26,2:15,4,4,4,4,4,4,4,4,4,12
Arabic,73,M,B,23073&23039_B.txt,Crime & economy,S,Sp10wk9,3,26,2:15,4,4,4,4,4,4,4,4,4,12
Arabic,296,M,B,23296&23540_B.txt,Crime & economy,S,Sp10wk9,3,27,2:15,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,3.25,10.25
Chinese,540,F,A,23296&23540_B.txt,Crime & economy,S,Sp10wk9,3,27,2:15,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,3.25,10.25
Arabic,119,M,A,23119&23326_B.txt,Crime & economy,S,Sp10wk9,3,28,1:57,3.5,3.5,3.5,4,3.5,3.75,3.5,3.5,3.5,10.75
Arabic,326,M,B,23119&23326_B.txt,Crime & economy,S,Sp10wk9,3,28,1:57,3.5,3.5,3.5,4,3.5,3.75,3.5,3.5,3.5,10.75
Arabic,13,M,A,23013&23472_B.txt,Crime & economy,S,Sp10wk9,3,29,2:08,3,3,3,3.5,3.5,3.5,3,3,3,9.5
Arabic,472,M,B,23013&23472_B.txt,Crime & economy,S,Sp10wk9,3,29,2:08,3.5,3.5,3.5,3,3,3,3,3,3,9.5
Arabic,123,M,B,23225&23123_B.txt,Crime & economy,S,Sp10wk9,3,30,2:00,3.5,4,3.75,3.5,3.5,3.5,3.5,3.5,3.5,10.75
Arabic,225,M,A,23225&23123_B.txt,Crime & economy,S,Sp10wk9,3,30,2:00,3.5,3.5,3.5,3.5,4,3.75,3.5,3.5,3.5,10.75
Arabic,129,M,A,23199&23129_B.txt,Crime Statistics,A,F09wk10,3,31,2:06,3.5,4,3.75,3,4,3.5,4,4,4,11.25
Arabic,199,M,B,23199&23129_B.txt,Crime Statistics,A,F09wk10,3,31,2:06,3.5,4,3.75,4,4,4,4,4,4,11.75
Arabic,92,M,B,23575&23092_B.txt,Crime Statistics,A,F09wk10,3,32,2:06,4,4,4,3,3,3,3.5,3.5,3.5,10.5
Chinese,575,M,A,23575&23092_B.txt,Crime Statistics,A,F09wk10,3,32,2:06,4,4,4,3,3,3,3.5,3.5,3.5,10.5
Arabic,215,M,A,23218&23215_B.txt,Crime Statistics,A,F09wk10,3,33,2:10,4,3.5,3.75,3.5,3.5,3.5,3.5,3.5,3.5,10.75
Arabic,218,M,B,23218&23215_B.txt,Crime Statistics,A,F09wk10,3,33,2:10,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Arabic,96,M,B,23153&23096_B.txt,Crime Statistics,A,F09wk10,3,34,2:34,2,2,2,2.5,3,2.75,2.5,2.5,2.5,7.25
Arabic,153,M,A,23153&23096_B.txt,Crime Statistics,A,F09wk10,3,34,2:34,2,2,2,2.5,3,2.75,2.5,2.5,2.5,7.25
Arabic,148,M,B,23148&23512_A.txt,Crime Statistics,A,F09wk10,3,35,3:04,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Chinese,512,F,A,23148&23512_A.txt,Crime Statistics,A,F09wk10,3,35,3:04,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,11
Arabic,149,M,A,23470&23149_A.txt,Crime Statistics,A,F09wk10,3,36,3:07,4,4,4,3.5,3.5,3.5,4,4,4,11.5
Arabic,470,M,B,23470&23149_A.txt,Crime Statistics,A,F09wk10,3,36,3:07,4,4,4,3.5,3.5,3.5,4,4,4,11.5
Arabic,305,M,B,23349&23305_A.txt,Crime Statistics,A,F09wk10,3,37,3:00,4,4,4,4,3.5,3.75,3.5,4,3.75,11.5
Chinese,349,F,A,23349&23305_A.txt,Crime Statistics,A,F09wk10,3,37,3:00,4,4,4,4,3.5,3.75,3.5,4,3.75,11.5
Arabic,241,M,B,23587&23241_A.txt,Crime Statistics,A,F09wk10,3,38,2:53,3.5,4,3.75,3.5,3.5,3.5,4,4,4,11.25
Chinese,587,F,A,23587&23241_A.txt,Crime Statistics,A,F09wk10,3,38,2:53,3.5,4,3.75,3.5,3.5,3.5,4,4,4,11.25
Arabic,117,M,B,23565&23117_A.txt,Crime Statistics,A,F09wk10,3,39,2:47,3.5,4,3.75,4,3.5,3.75,4,3.5,3.75,11.25
Chinese,565,M,A,23565&23117_A.txt,Crime Statistics,A,F09wk10,3,39,2:47,3.5,4,3.75,4,3.5,3.75,4,3.5,3.75,11.25
Arabic,322,M,A,23322&23403_A.txt,Crime Statistics,A,F09wk10,3,40,3:01,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,10.5
Chinese,403,M,B,23322&23403_A.txt,Crime Statistics,A,F09wk10,3,40,3:01,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,10.5
Arabic,158,M,B,23158&23166_A.txt,Crime Statistics,A,F09wk10,3,41,3:12,4,4,4,4,4,4,4,4,4,12
Arabic,166,M,A,23158&23166_A.txt,Crime Statistics,A,F09wk10,3,41,3:12,4,4,4,4,4,4,4,4,4,12
Arabic,8,M,A,23144&23008_A.txt,Crime Statistics,A,F09wk10,3,42,3:04,4,4,4,3,3,3,3,2,2.5,9.5
Arabic,144,M,B,23144&23008_A.txt,Crime Statistics,A,F09wk10,3,42,3:04,4,4,4,3,3,3,3,2,2.5,9.5
Arabic,175,M,A,23258&23175_A.txt,Crime Statistics,A,F09wk10,3,43,1:49,1,1,1,2,2,2,2,2,2,5
