original_file_name,id_A,id_B,sentence_count_A,sentence_count_B,level_A,level_B,collab_score_avg_A,collab_score_avg_B,fragment_count_A,fragment_count_B,fragment_count_all,fragments_A,fragments_B,fragments_all
,,,,,,,,,,,,, Obvious –uh obviously obesity runs in his family,
,,,,,,,,,,,,,And and…eat more fruits and vegetables and more uh… between…a-and office and not sit at the desk all the time,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,until 7:00p
,,,,,,,,,,,,,,And and…eat more fruits and vegetables and more uh… between…a-and office and not sit at the desk all the time
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,Obvious –uh obviously obesity runs in his family
05278&05277_B.txt,A278,B277,14,11,1,1,3,3,3,0,3,,,
,,,,,,,,,,,, Uh also uh she blu-obesity uh runs in the uh her family,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,until uh uh five p,,
,,,,,,,,,,,,,, Uh also uh she blu-obesity uh runs in the uh her family
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,until uh uh five p
05279&05097_D.txt,A097,B279,29,23,1,1,4,4,6,6,11,,,
,,,,,,,,,,,, Thank you,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,Thank you,,
,,,,,,,,,,,,A,,
,,,,,,,,,,,,What about you?,,
,,,,,,,,,,,,Oh,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Thank you A,
,,,,,,,,,,,,,Eats McDonald's a lot,
,,,,,,,,,,,,,Ok, thank you,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,Yeah, his really fat,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,Thank you A
,,,,,,,,,,,,,,Eats McDonald's a lot
,,,,,,,,,,,,,,Ok, thank you
,,,,,,,,,,,,,,A
,,,,,,,,,,,,,,What about you?
,,,,,,,,,,,,,,Oh
,,,,,,,,,,,,,,Yes
,,,,,,,,,,,,,,Yeah, his really fat
05294&05520_C.txt,A520,B294,22,24,1,1,4,4,5,7,12,,,
,,,,,,,,,,,, Fine,,
,,,,,,,,,,,,Her name's Jacqueline,,
,,,,,,,,,,,,Student A,,
,,,,,,,,,,,,- center,,
,,,,,,,,,,,,There are uh many member on his, in his family has obesity,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Student uh … B,
,,,,,,,,,,,,,Uh… Hi A,
,,,,,,,,,,,,,Uh -,
,,,,,,,,,,,,,What about you?,
,,,,,,,,,,,,,What about the J – Jacqueline?,
,,,,,,,,,,,,,This uh … three time in the week,
,,,,,,,,,,,,,, Fine
,,,,,,,,,,,,,,This uh … three time in the week
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,There are uh many member on his, in his family has obesity
,,,,,,,,,,,,,,Her name's Jacqueline
,,,,,,,,,,,,,,Student uh … B
,,,,,,,,,,,,,,Student A
,,,,,,,,,,,,,,Uh… Hi A
,,,,,,,,,,,,,,Uh -
,,,,,,,,,,,,,,What about the J – Jacqueline?
,,,,,,,,,,,,,,- center
,,,,,,,,,,,,,,What about you?
05304&05573_A.txt,A573,B304,14,13,1,1,3,3,3,2,5,,,
,,,,,,,,,,,, From seven o'clock am until 12:00a,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Maybe,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,From seven o'clock am until 12:00a
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,Maybe
05308&05429_B.txt,A429,B308,11,9,1,1,4,4,5,0,5,,,
,,,,,,,,,,,, Uh how about your patient?,,
,,,,,,,,,,,,Yeah uh my patient her name uh Cindy,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,Uh yeah? How about your patient?,,
,,,,,,,,,,,,Okay thank you,,
,,,,,,,,,,,,,, Uh how about your patient?
,,,,,,,,,,,,,,Yeah uh my patient her name uh Cindy
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,Uh yeah? How about your patient?
,,,,,,,,,,,,,,Okay thank you
05310&05276_C.txt,A276,B310,19,19,1,1,2,3,5,5,10,,,
,,,,,,,,,,,, Thank you,,
,,,,,,,,,,,,Uh … one name her, her uh Jacque – line,,
,,,,,,,,,,,,Ok,,
,,,,,,,,,,,,That's fine,,
,,,,,,,,,,,,Yeah, ok,,
,,,,,,,,,,,,, Oh, thank you,
,,,,,,,,,,,,,Actually -,
,,,,,,,,,,,,,Ok, interesting,
,,,,,,,,,,,,,Ok, thank you,
,,,,,,,,,,,,,Hi, my name uh Z – B,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Oh, thank you
,,,,,,,,,,,,,,Actually -
,,,,,,,,,,,,,,Ok
,,,,,,,,,,,,,,Uh … one name her, her uh Jacque – line
,,,,,,,,,,,,,,Ok, interesting
,,,,,,,,,,,,,,Ok, thank you
,,,,,,,,,,,,,,Hi, my name uh Z – B
,,,,,,,,,,,,,,That's fine
,,,,,,,,,,,,,,Yeah, ok
05313&05277_A.txt,A313,B277,7,9,1,1,3,3,1,1,2,,,
,,,,,,,,,,,, Welcome,,
,,,,,,,,,,,,, Okay thank you,
,,,,,,,,,,,,,, Welcome
,,,,,,,,,,,,,,Okay thank you
05313&05283_A.txt,A283,B313,10,7,1,1,3,3,4,0,4,,,
,,,,,,,,,,,, Uh, gonna to pr –prepare… with uh my partner about uh …about the health care…uh, there's my friend, name?,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,What about you?,,
,,,,,,,,,,,,what about my uh my uh … my problems?,,
,,,,,,,,,,,,,, Uh, gonna to pr –prepare… with uh my partner about uh …about the health care…uh, there's my friend, name?
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,What about you?
,,,,,,,,,,,,,,what about my uh my uh … my problems?
05319&05063_B.txt,A063,B319,12,11,1,1,3,4,3,2,4,,,
,,,,,,,,,,,, m,,
,,,,,,,,,,,,Thank you,,
,,,,,,,,,,,,Okay hi Dr,,
,,,,,,,,,,,,, Thank you,
,,,,,,,,,,,,,Good,
,,,,,,,,,,,,,, m
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,Good
,,,,,,,,,,,,,,Okay hi Dr
05323&05200_D.txt,A323,B200,16,13,1,1,4,4,1,2,3,,,
,,,,,,,,,,,, Thank you B,,
,,,,,,,,,,,,, What about Cindy?,
,,,,,,,,,,,,,What about you, A?,
,,,,,,,,,,,,,, What about Cindy?
,,,,,,,,,,,,,,What about you, A?
,,,,,,,,,,,,,,Thank you B
05324&05144_C.txt,A144,B324,31,24,1,1,3,3,4,10,14,,,
,,,,,,,,,,,, Thank you B,,
,,,,,,,,,,,,My name A,,
,,,,,,,,,,,,Bye,,
,,,,,,,,,,,,Hey, this student A,,
,,,,,,,,,,,,, Geoff also,
,,,,,,,,,,,,,Sleep uh 4 hours at night,
,,,,,,,,,,,,,Student B,
,,,,,,,,,,,,,Thank you A,
,,,,,,,,,,,,,Oh, really? My patient his name Geoff, Geoff,
,,,,,,,,,,,,,What about Jacqueline?,
,,,,,,,,,,,,,Ah ha,
,,,,,,,,,,,,,Bye,
,,,,,,,,,,,,,Ok,
,,,,,,,,,,,,,B,
,,,,,,,,,,,,,, Geoff also
,,,,,,,,,,,,,,Sleep uh 4 hours at night
,,,,,,,,,,,,,,My name A
,,,,,,,,,,,,,,Student B
,,,,,,,,,,,,,,Oh, really? My patient his name Geoff, Geoff
,,,,,,,,,,,,,,What about Jacqueline?
,,,,,,,,,,,,,,Ah ha
,,,,,,,,,,,,,,Thank you A
,,,,,,,,,,,,,,Bye
,,,,,,,,,,,,,,Bye
,,,,,,,,,,,,,,Ok
,,,,,,,,,,,,,,Hey, this student A
,,,,,,,,,,,,,,B
,,,,,,,,,,,,,,Thank you B
05326&05575_D.txt,A575,B326,21,24,1,1,4,4,5,8,11,,,
,,,,,,,,,,,, Thank you,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,Hi,,
,,,,,,,,,,,,Maybe,,
,,,,,,,,,,,,No,,
,,,,,,,,,,,,, Cindy,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Thank you,
,,,,,,,,,,,,,Uh hi,
,,,,,,,,,,,,,NTA,
,,,,,,,,,,,,,Probably,
,,,,,,,,,,,,,Maybe,
,,,,,,,,,,,,,Is not good,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Cindy
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,Uh hi
,,,,,,,,,,,,,,NTA
,,,,,,,,,,,,,,Hi
,,,,,,,,,,,,,,No
,,,,,,,,,,,,,,Probably
,,,,,,,,,,,,,,Maybe
,,,,,,,,,,,,,,Is not good
05328&05532_B.txt,A532,B328,13,14,1,1,4,4,3,4,6,,,
,,,,,,,,,,,, until five p,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,That's it,,
,,,,,,,,,,,,, That's all,
,,,,,,,,,,,,,m,
,,,,,,,,,,,,,Thank you,
,,,,,,,,,,,,,I'm B,
,,,,,,,,,,,,,, That's all
,,,,,,,,,,,,,,until five p
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,I'm B
,,,,,,,,,,,,,,That's it
05329&05336_D.txt,A329,B336,22,18,1,1,4,4,1,4,5,,,
,,,,,,,,,,,, Yeah, yeah yeah,,
,,,,,,,,,,,,, Oh, my God,
,,,,,,,,,,,,,What uh excuse me what his problem?,
,,,,,,,,,,,,,Thank,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, Oh, my God
,,,,,,,,,,,,,,Thank
,,,,,,,,,,,,,,What uh excuse me what his problem?
,,,,,,,,,,,,,,Yeah, yeah yeah
,,,,,,,,,,,,,,Yes
05356&05468_A.txt,A468,B356,15,7,1,1,3,3,3,1,4,,,
,,,,,,,,,,,, on weekends,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,until 7:00a,,
,,,,,,,,,,,,, My patient her named Joe,
,,,,,,,,,,,,,, on weekends
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,until 7:00a
,,,,,,,,,,,,,,My patient her named Joe
05365&05510_A.txt,A365,B510,11,6,1,1,2,2,2,0,2,,,
,,,,,,,,,,,, until six p,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,,, until six p
,,,,,,,,,,,,,,m
05373&05283_A.txt,A283,B373,22,14,1,1,3,3,5,1,6,,,
,,,,,,,,,,,, Thank you, B,,
,,,,,,,,,,,,Uh,,
,,,,,,,,,,,,until seven p,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,It's okay,,
,,,,,,,,,,,,, Okay thank you, A,
,,,,,,,,,,,,,, Okay thank you, A
,,,,,,,,,,,,,,Thank you, B
,,,,,,,,,,,,,,Uh
,,,,,,,,,,,,,,until seven p
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,It's okay
05374&05150_A.txt,A150,B374,5,2,1,1,4,4,0,0,0,,,
05375&05126_A.txt,A126,B375,33,33,1,1,4,4,12,10,20,,,
,,,,,,,,,,,, You know?,,
,,,,,,,,,,,,What about Joe?,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,Like healthy problems?,,
,,,,,,,,,,,,Mmhmm,,
,,,,,,,,,,,,well,,
,,,,,,,,,,,,Wow,,
,,,,,,,,,,,,For themselves,,
,,,,,,,,,,,,Uh huh,,
,,,,,,,,,,,,Make a diet,,
,,,,,,,,,,,,Overweight,,
,,,,,,,,,,,,Oh,,
,,,,,,,,,,,,, And three times a day,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Mmhmm,
,,,,,,,,,,,,,Uh,
,,,,,,,,,,,,,And not just that,
,,,,,,,,,,,,,And uh,
,,,,,,,,,,,,,During,
,,,,,,,,,,,,,Overweight yeah and uses diet,
,,,,,,,,,,,,,Uh let's say uh how about he just uh take a walk at least uh during uh his eight hours always uh,
,,,,,,,,,,,,,Yeah Joe,
,,,,,,,,,,,,,, Like healthy problems?
,,,,,,,,,,,,,,Mmhmm
,,,,,,,,,,,,,,well
,,,,,,,,,,,,,,Wow
,,,,,,,,,,,,,,Make a diet
,,,,,,,,,,,,,,Overweight yeah and uses diet
,,,,,,,,,,,,,,Yeah Joe
,,,,,,,,,,,,,,Oh
,,,,,,,,,,,,,,What about Joe?
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,For themselves
,,,,,,,,,,,,,,Overweight
,,,,,,,,,,,,,,And uh
,,,,,,,,,,,,,,And three times a day
,,,,,,,,,,,,,,You know?
,,,,,,,,,,,,,,Uh
,,,,,,,,,,,,,,And not just that
,,,,,,,,,,,,,,Uh huh
,,,,,,,,,,,,,,During
,,,,,,,,,,,,,,Uh let's say uh how about he just uh take a walk at least uh during uh his eight hours always uh
05376&05380_A.txt,A380,B376,17,16,1,1,2,2,3,3,6,,,
,,,,,,,,,,,, -uh seven p,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,until seven a,,
,,,,,,,,,,,,, Uh what about you?,
,,,,,,,,,,,,,The second to not sit at his desk for long hours every day,
,,,,,,,,,,,,,Thir-thirdly uh do more do more exercise as much as uh he can,
,,,,,,,,,,,,,, The second to not sit at his desk for long hours every day
,,,,,,,,,,,,,,Thir-thirdly uh do more do more exercise as much as uh he can
,,,,,,,,,,,,,,-uh seven p
,,,,,,,,,,,,,,Uh what about you?
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,until seven a
05376&05544_A.txt,A544,B376,9,9,1,1,3,2,1,0,1,,,
,,,,,,,,,,,, That's all,,
,,,,,,,,,,,,,, That's all
05380&05177_A.txt,A380,B177,34,29,1,1,2,2,10,8,18,,,
,,,,,,,,,,,, to 7:00p,,
,,,,,,,,,,,,Uh uh,,
,,,,,,,,,,,,Don't want eat,,
,,,,,,,,,,,,Little food?,,
,,,,,,,,,,,,Wow,,
,,,,,,,,,,,,Alright,,
,,,,,,,,,,,,Mm hmm,,
,,,,,,,,,,,,Uh huh,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,Drink water?,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Uh, to to to to to–to lose weight,
,,,,,,,,,,,,,And,
,,,,,,,,,,,,,Uh, everyday more than… maybe more than one hour or two hours,
,,,,,,,,,,,,,Uh…,
,,,,,,,,,,,,,Meat,
,,,,,,,,,,,,,Maybe can instead of uh food and,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, to 7:00p
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Uh uh
,,,,,,,,,,,,,,Don't want eat
,,,,,,,,,,,,,,Uh, to to to to to–to lose weight
,,,,,,,,,,,,,,And
,,,,,,,,,,,,,,Little food?
,,,,,,,,,,,,,,Wow
,,,,,,,,,,,,,,Uh, everyday more than… maybe more than one hour or two hours
,,,,,,,,,,,,,,Alright
,,,,,,,,,,,,,,Mm hmm
,,,,,,,,,,,,,,Uh huh
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,Uh…
,,,,,,,,,,,,,,Drink water?
,,,,,,,,,,,,,,Meat
,,,,,,,,,,,,,,Maybe can instead of uh food and
,,,,,,,,,,,,,,Yes
05382&05510_A.txt,A382,B510,15,5,1,1,2,2,3,0,3,,,
,,,,,,,,,,,, m,,
,,,,,,,,,,,,Thank you,,
,,,,,,,,,,,,until 7:00p,,
,,,,,,,,,,,,,, m
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,until 7:00p
05385&05259_C.txt,A259,B385,34,34,1,1,3,3,9,9,17,,,
,,,,,,,,,,,, So… your patient,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,- Jacqueline, so… Geoff uh must uh hospital uh, uh take care for them,,
,,,,,,,,,,,,Alright,,
,,,,,,,,,,,,Uh huh,,
,,,,,,,,,,,,Ah hah,,
,,,,,,,,,,,,So -,,
,,,,,,,,,,,,Ok,,
,,,,,,,,,,,,And how about your patient?,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Task 1,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,- His name's Geoff,
,,,,,,,,,,,,,Oh same,
,,,,,,,,,,,,,How about your patient, A?,
,,,,,,,,,,,,,Um, thank you,
,,,,,,,,,,,,,Oh, really?,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, So… your patient
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Task 1
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,- Jacqueline, so… Geoff uh must uh hospital uh, uh take care for them
,,,,,,,,,,,,,,- His name's Geoff
,,,,,,,,,,,,,,Alright
,,,,,,,,,,,,,,Oh same
,,,,,,,,,,,,,,How about your patient, A?
,,,,,,,,,,,,,,Uh huh
,,,,,,,,,,,,,,Ah hah
,,,,,,,,,,,,,,Um, thank you
,,,,,,,,,,,,,,So -
,,,,,,,,,,,,,,Ok
,,,,,,,,,,,,,,Oh, really?
,,,,,,,,,,,,,,Yes
,,,,,,,,,,,,,,And how about your patient?
05395&05400_A.txt,A395,B400,12,0,1,1,0,1,3,0,3,,,
,,,,,,,,,,,, Okay…do you…what do… stop?,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,until 7a –p,,
,,,,,,,,,,,,,, Okay…do you…what do… stop?
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,until 7a –p
05406&05572_A.txt,A406,B572,18,13,1,1,3,3,3,1,4,,,
,,,,,,,,,,,, to 7:00p,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,I'm sorry,,
,,,,,,,,,,,,, He always been at least 25 pounds overweight,
,,,,,,,,,,,,,, to 7:00p
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,He always been at least 25 pounds overweight
,,,,,,,,,,,,,,I'm sorry
05411&05276_B.txt,A276,B411,15,14,1,1,4,4,4,3,7,,,
,,,,,,,,,,,, So,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,Okay,,
,,,,,,,,,,,,until five a,,
,,,,,,,,,,,,, His name Lou,
,,,,,,,,,,,,,Bye,
,,,,,,,,,,,,,Thank you so much,
,,,,,,,,,,,,,, His name Lou
,,,,,,,,,,,,,,Thank you so much
,,,,,,,,,,,,,,until five a
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,Bye
,,,,,,,,,,,,,,So
05421&05440_A.txt,A440,B421,17,9,1,1,3,3,6,2,8,,,
,,,,,,,,,,,, and after that go to library to study until 12:00 am –p,,
,,,,,,,,,,,,Ok, thanks,,
,,,,,,,,,,,,Thank you,,
,,,,,,,,,,,,until uh –from 8:00 a,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,until 7:00 p,,
,,,,,,,,,,,,, That's it,
,,,,,,,,,,,,,How about your opinion?,
,,,,,,,,,,,,,, and after that go to library to study until 12:00 am –p
,,,,,,,,,,,,,,Ok, thanks
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,until uh –from 8:00 a
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,How about your opinion?
,,,,,,,,,,,,,,until 7:00 p
,,,,,,,,,,,,,,That's it
05426&05456_A.txt,A456,B426,18,15,1,1,4,4,6,6,10,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,until 7:00p,,
,,,,,,,,,,,,Mm, hmm,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,Yeah!,,
,,,,,,,,,,,,7:00p,,
,,,,,,,,,,,,, , 8:00a,
,,,,,,,,,,,,,to?,
,,,,,,,,,,,,,8:00a,
,,,,,,,,,,,,,m,
,,,,,,,,,,,,,7:00p,
,,,,,,,,,,,,,Melia?,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,, 8:00a
,,,,,,,,,,,,,,until 7:00p
,,,,,,,,,,,,,,to?
,,,,,,,,,,,,,,Mm, hmm
,,,,,,,,,,,,,,8:00a
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,Yeah!
,,,,,,,,,,,,,,7:00p
,,,,,,,,,,,,,,Melia?
05430&05335_A.txt,A430,B335,13,12,1,1,3,3,3,2,5,,,
,,,,,,,,,,,, until seven p,,
,,,,,,,,,,,,Or his weight,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,until seven p
,,,,,,,,,,,,,,Or his weight
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,Yes
05441&04284_A.txt,A284,B441,28,27,1,1,4,4,7,9,16,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,Uh hi uh,,
,,,,,,,,,,,,until 7:00p,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,Oh!,,
,,,,,,,,,,,,everyday,,
,,,,,,,,,,,,What about yours?,,
,,,,,,,,,,,,, Yeah? What about uh history of your uh patient?,
,,,,,,,,,,,,,Oh yeah,
,,,,,,,,,,,,,Okay,
,,,,,,,,,,,,,Ok, and this ob –obesity obesity runs in his family in their history,
,,,,,,,,,,,,,Uh huh,
,,,,,,,,,,,,,Mm,
,,,,,,,,,,,,,Hello,
,,,,,,,,,,,,,Ah,
,,,,,,,,,,,,,Oh,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Uh hi uh
,,,,,,,,,,,,,,Yeah? What about uh history of your uh patient?
,,,,,,,,,,,,,,until 7:00p
,,,,,,,,,,,,,,Oh yeah
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Ok, and this ob –obesity obesity runs in his family in their history
,,,,,,,,,,,,,,Uh huh
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,Mm
,,,,,,,,,,,,,,Hello
,,,,,,,,,,,,,,Oh!
,,,,,,,,,,,,,,everyday
,,,,,,,,,,,,,,What about yours?
,,,,,,,,,,,,,,Ah
,,,,,,,,,,,,,,Oh
05442&05457_B.txt,A442,B457,18,10,1,1,4,4,4,1,5,,,
,,,,,,,,,,,, Uh to make her lose weight,,
,,,,,,,,,,,,She obesity-hm she obesity runs in her family,,
,,,,,,,,,,,,until five p,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,, I agree,
,,,,,,,,,,,,,, Uh to make her lose weight
,,,,,,,,,,,,,,until five p
,,,,,,,,,,,,,,She obesity-hm she obesity runs in her family
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,I agree
05443&05515_B.txt,A443,B515,15,13,1,1,4,4,4,4,8,,,
,,,,,,,,,,,, Thank you,,
,,,,,,,,,,,,Yeah,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,So let's go to,,
,,,,,,,,,,,,, Stop stop stop,
,,,,,,,,,,,,,Stop,
,,,,,,,,,,,,,Stop,
,,,,,,,,,,,,,Okay,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Stop
,,,,,,,,,,,,,,So let's go to
,,,,,,,,,,,,,,Stop stop stop
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,Stop
,,,,,,,,,,,,,,Okay
05464&05525_A.txt,A464,B525,9,6,1,1,2,2,2,2,4,,,
,,,,,,,,,,,, m,,
,,,,,,,,,,,,Uh… hi B, how about uh how about make a des –uh decision to to choose one this is choose one patients to to our uh to our university healthy center,,
,,,,,,,,,,,,, So how about yours?,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, m
,,,,,,,,,,,,,,Uh… hi B, how about uh how about make a des –uh decision to to choose one this is choose one patients to to our uh to our university healthy center
,,,,,,,,,,,,,,Yes
,,,,,,,,,,,,,,So how about yours?
05466&05431_D.txt,A466,B431,15,13,1,1,3,3,4,4,7,,,
,,,,,,,,,,,, How about your patient?,,
,,,,,,,,,,,,All right thank you,,
,,,,,,,,,,,,Uh uh, why?,,
,,,,,,,,,,,,Jackie,,
,,,,,,,,,,,,, Uh because… uh first of all is uh sleep uh uh,
,,,,,,,,,,,,,Yeah,
,,,,,,,,,,,,,Thank you,
,,,,,,,,,,,,,Jackie,
,,,,,,,,,,,,,, Uh because… uh first of all is uh sleep uh uh
,,,,,,,,,,,,,,Thank you
,,,,,,,,,,,,,,Yeah
,,,,,,,,,,,,,,Uh uh, why?
,,,,,,,,,,,,,,How about your patient?
,,,,,,,,,,,,,,Jackie
,,,,,,,,,,,,,,All right thank you
05470&05302_A.txt,A302,B470,17,14,1,1,4,4,4,2,6,,,
,,,,,,,,,,,, until 7:00 p,,
,,,,,,,,,,,,Thank you very much,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,That good things,,
,,,,,,,,,,,,, Thank you,
,,,,,,,,,,,,,What about Melia?,
,,,,,,,,,,,,,, Thank you
,,,,,,,,,,,,,,What about Melia?
,,,,,,,,,,,,,,Thank you very much
,,,,,,,,,,,,,,That good things
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,until 7:00 p
05475&05338_D.txt,A338,B475,14,18,1,1,3,3,3,3,6,,,
,,,,,,,,,,,, Uh-huh,,
,,,,,,,,,,,,Ah, what about you?,,
,,,,,,,,,,,,Uh thank you B,,
,,,,,,,,,,,,, You're A,
,,,,,,,,,,,,,What about you?,
,,,,,,,,,,,,,Yes,
,,,,,,,,,,,,,, Ah, what about you?
,,,,,,,,,,,,,,Uh-huh
,,,,,,,,,,,,,,You're A
,,,,,,,,,,,,,,Uh thank you B
,,,,,,,,,,,,,,What about you?
,,,,,,,,,,,,,,Yes
05488&05529_A.txt,A529,B488,11,10,1,1,3,3,1,1,2,,,
,,,,,,,,,,,, Yeah,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Yeah
05489&05554_B.txt,A489,B554,14,6,1,1,4,4,2,0,2,,,
,,,,,,,,,,,, until until five p,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,,, until until five p
,,,,,,,,,,,,,,m
05492&05506_A.txt,A506,B492,23,28,1,1,4,4,8,6,14,,,
,,,,,,,,,,,, Thank you so much,,
,,,,,,,,,,,,Oh the diabetes,,
,,,,,,,,,,,,m,,
,,,,,,,,,,,,The same problem,,
,,,,,,,,,,,,What about you?,,
,,,,,,,,,,,,So yeah nice to meet you Dr,,
,,,,,,,,,,,,B,,
,,,,,,,,,,,,Fifteen pound like one five,,
,,,,,,,,,,,,, Yeah,
,,,,,,,,,,,,,Okay,
,,,,,,,,,,,,,Hmm he also Joe also uh like the problem the same problem,
,,,,,,,,,,,,,Okay thank you,
,,,,,,,,,,,,,Bye,
,,,,,,,,,,,,,Nice to meet you,
,,,,,,,,,,,,,, Yeah
,,,,,,,,,,,,,,Hmm he also Joe also uh like the problem the same problem
,,,,,,,,,,,,,,Oh the diabetes
,,,,,,,,,,,,,,Okay
,,,,,,,,,,,,,,Thank you so much
,,,,,,,,,,,,,,Okay thank you
,,,,,,,,,,,,,,m
,,,,,,,,,,,,,,The same problem
,,,,,,,,,,,,,,Bye
,,,,,,,,,,,,,,Nice to meet you
,,,,,,,,,,,,,,What about you?
,,,,,,,,,,,,,,So yeah nice to meet you Dr
,,,,,,,,,,,,,,B
,,,,,,,,,,,,,,Fifteen pound like one five
05493&05250_D.txt,A493,B250,15,14,1,1,3,3,2,2,4,,,
,,,,,,,,,,,, Hi, doctor,,
,,,,,,,,,,,,What about you?,,
,,,,,,,,,,,,, Hi,
,,,,,,,,,,,,,Yes, ok let uh l…let we help him and uh,
,,,,,,,,,,,,,, Hi
,,,,,,,,,,,,,,Hi, doctor
,,,,,,,,,,,,,,Yes, ok let uh l…let we help him and uh
,,,,,,,,,,,,,,What about you?
